id,safra,idade,renda,tempo_emprego,utilizacao,n_atrasos_12m,dti,consultas_6m,tipo_ocupacao,possui_imovel,default
2035,202310,69,10605.0,0.5,0.594,1,0.299,4,servidor,1,1
2036,202405,62,1612.0,2.2,0.106,1,0.531,0,autonomo,0,0
2037,202301,49,2389.0,0.1,0.682,0,0.333,1,autonomo,0,1
2038,202305,22,3234.0,6.6,0.47,0,0.226,3,autonomo,1,0
2039,202401,69,2956.0,1.0,0.422,1,0.333,2,autonomo,0,0
2040,202401,43,3083.0,7.7,0.488,1,0.4,1,CLT,0,0
2041,202312,35,1897.0,3.8,0.217,0,0.18,1,aposentado,1,0
2042,202306,64,7346.0,5.3,0.349,0,0.837,3,CLT,1,0
2043,202409,57,1788.0,7.1,0.245,1,0.415,0,autonomo,0,0
2044,202409,57,3294.0,5.5,0.165,0,0.142,1,CLT,0,0
2045,202301,34,6142.0,10.1,0.126,0,0.25,1,autonomo,1,0
2046,202407,69,3586.0,1.5,0.186,0,0.199,2,CLT,1,0
2047,202410,43,2231.0,12.6,0.314,0,0.346,0,autonomo,1,0
2048,202310,47,1855.0,7.3,0.49,0,0.269,0,CLT,1,0
2049,202409,57,3245.0,1.6,0.378,0,0.252,1,autonomo,1,1
2050,202308,53,2494.0,5.8,0.644,0,0.25,0,autonomo,0,0
2051,202308,29,4034.0,7.3,0.545,1,0.232,2,CLT,1,0
2052,202303,35,1807.0,3.5,0.555,0,0.347,0,servidor,1,0
2053,202404,38,5467.0,3.3,0.178,0,0.328,1,servidor,0,0
2054,202406,67,3858.0,1.7,0.679,2,0.23,2,CLT,1,0
2055,202308,56,4003.0,0.2,0.524,0,0.103,1,servidor,0,0
2056,202302,38,7484.0,5.4,0.155,1,0.182,1,aposentado,0,0
2057,202407,57,2925.0,0.9,0.348,0,0.632,0,autonomo,1,0
2058,202411,57,2533.0,14.3,0.62,0,0.014,1,CLT,0,0
2059,202412,40,2769.0,15.2,0.092,0,0.319,0,CLT,0,1
2060,202401,40,3307.0,5.0,0.52,0,0.113,0,autonomo,0,0
2061,202311,64,3479.0,6.0,0.413,0,0.375,3,CLT,1,0
2062,202410,48,2403.0,3.0,0.523,0,0.025,3,aposentado,1,0
2063,202301,28,1324.0,0.6,0.497,0,0.157,0,CLT,1,0
2064,202412,56,2750.0,11.8,0.108,1,0.352,1,CLT,0,0
2065,202302,49,4359.0,1.1,0.704,1,0.633,2,CLT,1,1
2066,202407,45,3898.0,0.0,0.454,0,0.4,1,CLT,0,0
2067,202402,56,6633.0,13.0,0.537,1,0.717,2,servidor,0,0
2068,202305,65,9679.0,10.3,0.118,1,0.165,1,CLT,0,0
2069,202301,37,5322.0,0.3,0.321,0,0.015,2,aposentado,0,1
2070,202412,41,7268.0,8.1,0.167,2,0.579,2,servidor,0,1
2071,202307,30,5342.0,5.9,0.733,0,0.317,2,CLT,1,1
2072,202306,52,8561.0,8.0,0.65,0,0.348,1,autonomo,1,0
2073,202303,40,9186.0,1.6,0.235,0,0.528,2,aposentado,0,0
2074,202306,37,5858.0,3.9,0.531,0,0.39,2,autonomo,0,0
2075,202302,55,5183.0,7.1,0.121,1,0.074,0,servidor,0,0
2076,202306,40,3286.0,1.5,0.249,2,0.07,2,CLT,0,0
2077,202412,43,3566.0,4.3,0.608,0,0.258,0,servidor,0,0
2078,202409,42,3075.0,4.4,0.069,1,0.287,1,servidor,1,0
2079,202410,33,4967.0,7.9,0.35,0,0.23,0,autonomo,0,0
2080,202407,27,2540.0,1.4,0.384,0,0.236,1,CLT,1,0
2081,202305,61,3309.0,14.5,0.645,0,0.078,2,CLT,0,0
2082,202310,25,1121.0,0.0,0.223,0,0.193,3,aposentado,1,0
2083,202403,36,8617.0,0.3,0.837,1,0.273,0,autonomo,1,1
2084,202405,53,3261.0,2.0,0.409,1,0.181,0,autonomo,0,0
2085,202310,27,4572.0,2.2,0.151,1,0.201,2,CLT,1,0
2086,202408,53,7547.0,1.1,0.021,1,0.112,2,autonomo,0,0
2087,202402,56,4231.0,15.1,0.549,1,0.104,2,CLT,0,1
2088,202302,53,7496.0,0.6,0.364,0,0.036,4,CLT,0,1
2089,202301,35,1957.0,8.1,0.094,0,0.08,0,CLT,0,0
2090,202406,21,12073.0,5.2,0.517,0,0.127,0,autonomo,0,0
2091,202308,64,6270.0,0.9,0.282,1,0.134,2,CLT,0,1
2092,202411,37,4042.0,1.9,0.533,0,0.361,1,CLT,1,0
2093,202402,60,7424.0,0.3,0.198,0,0.297,0,servidor,1,0
2094,202304,30,2030.0,1.1,0.406,0,0.057,1,CLT,0,0
2095,202305,28,3152.0,8.0,0.425,1,0.019,0,servidor,0,0
2096,202309,59,7496.0,6.5,0.426,1,0.239,1,CLT,1,1
2097,202410,67,1431.0,0.3,0.46,0,0.199,0,autonomo,0,0
2098,202305,63,4819.0,6.0,0.418,0,0.506,0,CLT,1,0
2099,202407,57,4751.0,0.2,0.43,0,0.223,1,servidor,0,0
2100,202412,33,9746.0,0.6,0.245,0,0.102,0,autonomo,0,0
2101,202310,65,1650.0,0.3,0.141,1,0.26,2,aposentado,0,0
2102,202405,53,8142.0,3.1,0.12,0,0.535,2,servidor,1,0
2103,202410,29,2752.0,0.5,0.639,0,0.2,0,servidor,0,0
2104,202311,27,2912.0,0.8,0.19,0,0.344,2,aposentado,0,0
2105,202401,63,1976.0,3.7,0.17,0,0.237,2,CLT,1,0
2106,202311,34,2113.0,6.5,0.962,0,0.474,2,autonomo,0,0
2107,202304,58,4455.0,4.5,0.478,1,0.124,2,CLT,0,0
2108,202310,27,2088.0,0.9,0.727,0,0.491,3,CLT,1,1
2109,202301,34,5272.0,33.7,0.414,0,0.273,2,servidor,1,0
2110,202304,34,2614.0,0.8,0.075,1,0.591,2,autonomo,0,1
2111,202409,34,1985.0,2.4,0.037,0,0.16,2,aposentado,1,1
2112,202304,54,2796.0,1.1,0.641,0,0.768,1,autonomo,0,1
2113,202409,65,4309.0,1.4,0.145,0,0.269,1,autonomo,1,0
2114,202302,65,3169.0,3.5,0.296,0,0.519,1,servidor,1,1
2115,202408,57,3704.0,13.3,0.34,0,0.277,0,CLT,0,0
2116,202405,30,5157.0,13.3,0.586,0,0.255,5,autonomo,1,0
2117,202408,68,6255.0,2.9,0.404,0,0.478,2,autonomo,0,0
2118,202308,47,3118.0,1.4,0.209,0,0.302,3,CLT,1,0
2119,202405,47,2160.0,1.9,0.22,0,0.331,1,servidor,0,0
2120,202406,55,3782.0,4.7,0.082,0,0.208,1,CLT,1,0
2121,202407,58,4607.0,0.3,0.759,0,0.336,1,servidor,0,0
2122,202405,67,1754.0,10.4,0.389,1,0.436,1,CLT,1,0
2123,202306,49,2332.0,0.2,0.05,0,0.528,0,CLT,1,0
2124,202312,50,2541.0,5.2,0.509,1,0.373,0,CLT,1,0
2125,202412,57,3282.0,29.8,0.318,1,0.326,3,autonomo,0,0
2126,202411,33,2489.0,1.8,0.815,0,0.502,1,CLT,1,1
2127,202302,36,5185.0,7.3,0.579,0,0.575,1,autonomo,1,0
2128,202402,51,1632.0,7.1,0.231,0,0.384,2,autonomo,1,0
2129,202411,24,1653.0,3.0,0.482,0,0.039,2,autonomo,0,0
2130,202411,36,3081.0,0.4,0.224,0,0.076,1,servidor,1,0
2131,202305,56,3335.0,2.9,0.572,0,0.289,1,autonomo,0,1
2132,202309,68,1759.0,2.6,0.476,0,0.172,1,autonomo,0,1
2133,202403,46,2688.0,3.1,0.185,0,0.292,3,CLT,0,0
2134,202303,40,2979.0,12.0,0.693,0,0.246,3,CLT,1,1
2135,202406,42,2991.0,1.0,0.333,0,0.565,1,autonomo,1,0
2136,202412,54,3928.0,6.1,0.171,0,0.418,0,CLT,1,0
2137,202309,47,2615.0,3.8,0.315,1,0.28,2,autonomo,1,0
2138,202405,22,7623.0,2.9,0.06,0,0.6,4,autonomo,1,0
2139,202409,47,4648.0,17.8,0.409,0,0.014,0,CLT,1,0
2140,202307,40,2432.0,8.1,0.209,1,0.12,0,CLT,0,0
2141,202306,55,3817.0,14.6,0.361,0,0.342,3,aposentado,0,0
2142,202401,63,3874.0,10.8,0.204,0,0.409,0,autonomo,1,0
2143,202401,68,6683.0,5.0,0.504,1,0.197,1,autonomo,0,0
2144,202412,50,2697.0,3.6,0.166,0,0.123,0,autonomo,1,0
2145,202403,38,5344.0,14.1,0.342,0,0.393,2,servidor,1,0
2146,202403,42,3718.0,2.9,0.844,0,0.173,1,autonomo,0,0
2147,202401,29,7675.0,6.8,0.456,0,0.41,0,autonomo,0,0
2148,202303,66,6943.0,6.3,0.257,0,0.191,1,autonomo,0,0
2149,202411,62,4018.0,1.1,0.169,0,0.158,0,aposentado,1,0
2150,202412,62,3193.0,0.7,0.3,2,0.294,2,autonomo,0,1
2151,202311,37,4691.0,1.8,0.631,1,0.452,0,autonomo,0,0
2152,202407,36,3327.0,8.0,0.593,0,0.184,0,CLT,1,1
2153,202402,62,8435.0,12.2,0.85,0,0.466,3,CLT,0,1
2154,202302,47,3787.0,0.1,0.228,0,0.104,1,CLT,1,1
2155,202405,55,2973.0,4.6,0.173,0,0.069,1,CLT,1,0
2156,202411,45,2893.0,4.7,0.503,0,0.116,0,CLT,1,0
2157,202303,42,1985.0,11.0,0.144,0,0.272,5,servidor,1,0
2158,202304,51,4809.0,3.6,0.634,0,0.224,2,autonomo,1,0
2159,202405,60,2416.0,21.6,0.709,0,0.103,2,autonomo,0,0
2160,202406,37,6305.0,3.8,0.314,0,0.44,3,CLT,1,0
2161,202402,60,1907.0,21.4,0.334,0,0.282,0,CLT,1,0
2162,202410,32,3880.0,0.3,0.399,1,0.312,0,aposentado,0,0
2163,202402,40,6471.0,3.2,0.431,0,0.376,1,CLT,0,1
2164,202308,65,1241.0,2.8,0.526,0,0.285,1,servidor,1,0
2165,202408,67,9988.0,4.1,0.195,0,0.382,0,autonomo,0,0
2166,202312,66,2944.0,5.8,0.622,1,0.119,0,CLT,0,0
2167,202401,36,3907.0,1.1,0.676,0,0.255,2,CLT,1,1
2168,202312,62,4845.0,0.3,0.319,0,0.345,2,CLT,0,0
2169,202302,66,5235.0,0.9,0.441,1,0.39,2,autonomo,1,1
2170,202401,68,4175.0,3.3,0.521,1,0.256,2,CLT,1,0
2171,202312,22,5995.0,1.3,0.749,0,0.363,3,autonomo,0,1
2172,202309,57,4720.0,9.3,0.463,0,0.372,1,aposentado,0,0
2173,202302,69,8782.0,1.8,0.11,1,0.454,2,autonomo,1,1
2174,202410,58,4728.0,5.5,0.861,0,0.349,1,CLT,0,0
2175,202310,32,9724.0,8.1,0.28,4,0.351,1,aposentado,0,1
2176,202306,58,5713.0,2.9,0.203,0,0.365,2,CLT,0,1
2177,202407,26,1476.0,2.3,0.42,0,0.254,1,servidor,0,0
2178,202303,44,13434.0,0.2,0.429,0,0.082,1,CLT,1,0
2179,202402,51,2732.0,9.3,0.173,1,0.511,1,CLT,0,0
2180,202404,43,7691.0,2.4,0.189,0,0.554,0,CLT,1,1
2181,202310,55,3690.0,3.4,0.596,1,0.156,0,CLT,0,0
2182,202307,32,6189.0,1.1,0.624,0,0.13,1,CLT,1,0
2183,202403,50,2581.0,6.1,0.128,0,0.487,3,servidor,1,0
2184,202409,52,4978.0,1.8,0.105,1,0.568,1,CLT,1,0
2185,202408,52,3208.0,6.1,0.508,0,0.71,0,servidor,1,1
2186,202412,35,8018.0,0.0,0.234,0,0.25,0,CLT,1,0
2187,202301,35,4534.0,4.1,0.163,0,0.145,5,CLT,1,0
2188,202402,33,5814.0,11.3,0.485,0,0.075,0,autonomo,1,0
2189,202309,43,1234.0,3.0,0.294,0,0.34,2,aposentado,1,0
2190,202303,49,3488.0,7.2,0.246,0,0.124,1,autonomo,1,0
2191,202409,38,4471.0,4.7,0.337,0,0.253,1,servidor,1,0
2192,202412,41,4072.0,2.6,0.396,0,0.345,4,CLT,0,0
2193,202411,35,5887.0,4.5,0.287,0,0.051,1,CLT,0,0
2194,202405,31,3032.0,5.6,0.391,0,0.257,3,autonomo,1,0
2195,202309,53,3731.0,10.2,0.585,0,0.197,2,CLT,1,0
2196,202412,60,6572.0,2.7,0.809,1,0.474,2,aposentado,1,0
2197,202406,35,1165.0,4.7,0.484,0,0.372,3,servidor,0,0
2198,202412,63,4889.0,0.7,0.506,1,0.5,1,autonomo,0,1
2199,202402,48,3081.0,4.2,0.425,1,0.123,3,CLT,1,0
2200,202312,29,2307.0,20.7,0.579,0,0.23,0,CLT,0,0
2201,202409,38,4308.0,4.7,0.475,0,0.41,2,CLT,0,0
2202,202407,21,6726.0,0.5,0.169,0,0.192,1,CLT,0,0
2203,202304,22,6122.0,1.2,0.707,0,0.236,1,aposentado,1,0
2204,202409,37,3403.0,5.6,0.201,0,0.279,1,CLT,0,0
2205,202409,43,5641.0,1.8,0.309,0,0.107,4,CLT,1,1
2206,202407,60,5620.0,1.3,0.617,0,0.362,1,aposentado,1,0
2207,202306,27,3485.0,6.0,0.7,0,0.434,0,autonomo,1,0
2208,202305,62,2575.0,6.0,0.402,0,0.282,2,CLT,1,1
2209,202306,32,2650.0,27.9,0.38,0,0.475,3,CLT,1,0
2210,202306,27,5535.0,0.9,0.402,2,0.212,2,servidor,1,0
2211,202312,55,3565.0,3.7,0.228,0,0.129,2,CLT,1,0
2212,202311,58,2158.0,1.1,0.188,0,0.206,1,servidor,0,1
2213,202402,50,1568.0,4.9,0.45,0,0.209,2,CLT,0,1
2214,202312,26,5519.0,3.2,0.128,0,0.309,0,servidor,0,0
2215,202404,26,2770.0,2.2,0.23,0,0.118,1,servidor,1,0
2216,202403,40,4295.0,6.3,0.259,0,0.039,0,CLT,0,0
2217,202303,43,6767.0,7.1,0.247,0,0.15,0,CLT,1,0
2218,202408,69,1892.0,1.4,0.624,0,0.229,0,servidor,1,0
2219,202308,35,3560.0,1.5,0.486,0,0.321,1,autonomo,0,1
2220,202303,30,3343.0,1.1,0.161,0,0.452,0,servidor,0,0
2221,202305,67,4402.0,2.3,0.321,0,0.648,0,servidor,1,1
2222,202401,28,6765.0,7.5,0.319,0,0.241,2,aposentado,0,0
2223,202303,22,1873.0,1.0,0.073,1,0.179,1,CLT,0,0
2224,202411,41,4841.0,0.1,0.503,1,0.205,2,aposentado,1,1
2225,202307,40,6098.0,17.8,0.573,1,0.338,1,CLT,1,0
2226,202402,51,3317.0,2.5,0.552,1,0.453,1,CLT,0,0
2227,202406,64,3399.0,0.0,0.678,0,0.49,2,servidor,1,0
2228,202411,66,4488.0,9.9,0.366,0,0.634,0,servidor,1,1
2229,202402,35,4326.0,0.6,0.136,0,0.225,2,servidor,0,0
2230,202312,69,4872.0,8.9,0.381,0,0.241,2,aposentado,0,0
2231,202309,52,4821.0,4.2,0.285,1,0.553,3,autonomo,0,0
2232,202409,24,2228.0,4.9,0.281,1,0.065,1,servidor,0,0
2233,202304,66,5974.0,9.6,0.193,0,0.626,0,CLT,0,0
2234,202304,27,6525.0,2.3,0.304,0,0.295,1,CLT,1,0
2235,202309,49,3996.0,0.1,0.49,0,0.489,2,aposentado,0,0
2236,202408,59,1725.0,2.3,0.62,1,0.66,2,aposentado,0,1
2237,202310,33,3438.0,1.5,0.306,0,0.315,0,CLT,1,0
2238,202303,34,4013.0,4.3,0.186,0,0.181,0,autonomo,0,0
2239,202407,44,2054.0,6.8,0.736,2,0.356,1,autonomo,1,0
2240,202401,64,3041.0,8.7,0.146,1,0.178,5,CLT,1,0
2241,202412,31,1800.0,5.6,0.349,0,0.187,2,CLT,1,1
2242,202302,53,4933.0,1.7,0.327,0,0.235,0,CLT,0,0
2243,202406,43,3956.0,9.9,0.154,0,0.203,1,servidor,1,0
2244,202407,26,1599.0,12.3,0.82,1,0.321,0,CLT,0,1
2245,202402,55,4340.0,0.3,0.143,1,0.205,0,CLT,0,0
2246,202307,61,3540.0,10.5,0.402,0,0.257,0,autonomo,1,0
2247,202406,49,4714.0,5.1,0.27,0,0.149,2,CLT,1,0
2248,202305,29,2994.0,3.2,0.364,0,0.17,1,autonomo,0,0
2249,202410,28,2439.0,13.5,0.554,0,0.269,0,aposentado,0,0
2250,202404,41,2476.0,0.9,0.589,0,0.1,0,CLT,0,0
2251,202404,45,2782.0,4.5,0.342,0,0.225,1,CLT,0,0
2252,202309,48,3675.0,4.3,0.071,0,0.314,1,CLT,0,0
2253,202410,32,3921.0,0.5,0.676,1,0.063,2,CLT,1,1
2254,202410,45,3310.0,3.5,0.702,0,0.178,1,CLT,1,0
2255,202310,35,2946.0,1.5,0.395,0,0.192,0,servidor,0,0
2256,202305,54,3054.0,1.5,0.447,0,0.049,1,CLT,1,0
2257,202401,60,12757.0,6.8,0.367,0,0.254,2,CLT,0,0
2258,202405,52,2477.0,3.8,0.413,0,0.198,0,CLT,0,0
2259,202402,21,2755.0,3.0,0.38,1,0.497,1,CLT,1,1
2260,202409,69,18900.0,18.3,0.774,1,0.285,1,servidor,0,0
2261,202404,22,4494.0,0.7,0.407,1,0.693,2,CLT,1,1
2262,202303,69,1826.0,0.3,0.531,0,0.358,2,CLT,0,1
2263,202405,22,5549.0,13.5,0.589,0,0.268,0,servidor,0,1
2264,202309,46,2310.0,1.1,0.239,0,0.384,1,autonomo,1,0
2265,202411,26,5736.0,5.3,0.088,0,0.354,1,CLT,0,0
2266,202405,25,3276.0,11.1,0.238,0,0.083,0,autonomo,0,0
2267,202305,54,2922.0,3.0,0.173,1,0.226,1,servidor,1,0
2268,202305,56,8140.0,2.1,0.747,1,0.355,2,CLT,1,0
2269,202408,26,4833.0,1.4,0.292,0,0.337,2,aposentado,0,0
2270,202401,68,5922.0,0.6,0.516,0,0.25,2,autonomo,1,0
2271,202305,36,4525.0,1.1,0.371,1,0.153,2,CLT,1,0
2272,202303,36,2915.0,4.1,0.355,0,0.116,1,CLT,1,0
2273,202407,35,4943.0,3.6,0.696,0,0.029,0,servidor,1,0
2274,202302,43,6665.0,2.2,0.828,0,0.164,1,CLT,1,0
2275,202305,29,3895.0,1.9,0.153,0,0.191,0,CLT,1,0
2276,202306,41,8963.0,0.2,0.498,0,0.341,2,autonomo,1,0
2277,202408,31,5571.0,7.1,0.081,0,0.288,1,CLT,1,0
2278,202412,23,4048.0,0.8,0.378,0,0.253,2,autonomo,0,1
2279,202409,39,4129.0,14.6,0.469,0,0.075,0,CLT,1,0
2280,202304,53,3900.0,0.3,0.151,0,0.09,0,autonomo,0,0
2281,202411,58,1948.0,5.0,0.37,1,0.072,1,aposentado,0,0
2282,202305,38,3481.0,1.1,0.166,0,0.203,3,CLT,0,0
2283,202409,36,4067.0,0.6,0.189,0,0.172,3,autonomo,0,0
2284,202304,59,2957.0,0.6,0.72,0,0.387,1,CLT,0,1
2285,202310,54,4311.0,5.0,0.72,0,0.214,0,autonomo,1,0
2286,202401,61,3680.0,9.9,0.783,1,0.212,1,servidor,1,0
2287,202303,65,5361.0,16.8,0.49,0,0.305,1,autonomo,0,0
2288,202306,61,5072.0,12.3,0.432,0,0.381,1,servidor,0,0
2289,202304,66,3958.0,5.8,0.297,0,0.253,0,CLT,1,0
2290,202411,41,1838.0,21.6,0.118,0,0.201,1,servidor,1,0
2291,202412,40,8914.0,11.2,0.791,1,0.338,2,servidor,0,0
2292,202307,36,3392.0,9.3,0.219,1,0.38,1,autonomo,0,0
2293,202412,32,3497.0,6.1,0.537,2,0.237,0,autonomo,1,0
2294,202411,57,3068.0,5.6,0.482,0,0.031,2,aposentado,1,0
2295,202310,56,2852.0,4.9,0.606,0,0.312,1,aposentado,0,0
2296,202409,60,7880.0,8.9,0.548,0,0.17,1,autonomo,1,0
2297,202406,29,7281.0,0.4,0.239,0,0.323,2,CLT,1,1
2298,202302,45,4547.0,0.6,0.227,0,0.165,3,CLT,1,0
2299,202410,31,3450.0,9.0,0.085,0,0.402,3,aposentado,0,0
2300,202308,64,4962.0,5.6,0.119,0,0.365,0,servidor,1,0
2301,202403,34,3778.0,1.9,0.156,0,0.407,2,CLT,0,1
2302,202310,28,3311.0,6.0,0.217,0,0.37,2,CLT,0,0
2303,202306,48,4312.0,3.0,0.576,1,0.34,2,CLT,1,1
2304,202408,64,2920.0,0.3,0.349,0,0.255,2,CLT,1,0
2305,202305,65,4130.0,2.8,0.628,0,0.411,1,autonomo,0,1
2306,202302,25,4032.0,3.7,0.413,1,0.367,2,autonomo,1,0
2307,202311,36,4922.0,5.2,0.261,1,0.427,1,CLT,1,0
2308,202406,28,2672.0,11.0,0.361,0,0.597,1,autonomo,0,1
2309,202310,36,5193.0,0.1,0.285,0,0.36,0,aposentado,0,0
2310,202304,47,2314.0,4.7,0.522,1,0.037,4,autonomo,1,0
2311,202311,34,2735.0,0.3,0.246,0,0.133,1,servidor,0,0
2312,202301,24,2795.0,1.7,0.233,1,0.479,1,CLT,0,0
2313,202403,45,2130.0,1.9,0.351,0,0.613,1,servidor,0,0
2314,202407,23,6050.0,20.8,0.097,0,0.46,2,servidor,1,0
2315,202305,32,2243.0,3.5,0.691,0,0.141,0,autonomo,0,0
2316,202305,21,2567.0,1.7,0.443,1,0.447,1,autonomo,1,1
2317,202312,25,6821.0,1.4,0.677,0,0.214,1,autonomo,0,0
2318,202401,42,2737.0,0.2,0.477,1,0.322,1,CLT,0,0
2319,202406,62,3314.0,2.1,0.416,0,0.289,0,CLT,0,0
2320,202401,58,2195.0,1.9,0.481,0,0.217,1,autonomo,0,0
2321,202412,25,5522.0,2.4,0.162,0,0.186,3,CLT,1,1
2322,202302,22,5560.0,2.8,0.388,1,0.457,0,autonomo,1,0
2323,202310,37,5268.0,2.8,0.17,2,0.476,0,servidor,0,0
2324,202409,52,4764.0,1.2,0.673,1,0.617,0,servidor,0,1
2325,202412,57,3777.0,0.8,0.281,0,0.234,2,autonomo,0,1
2326,202310,61,2801.0,1.6,0.219,0,0.044,1,servidor,0,0
2327,202404,37,2422.0,15.8,0.295,1,0.631,1,servidor,1,0
2328,202309,29,6939.0,8.1,0.12,1,0.231,1,CLT,0,0
2329,202407,22,5337.0,1.9,0.152,0,0.525,1,servidor,1,0
2330,202403,28,2574.0,7.0,0.622,2,0.259,0,CLT,1,0
2331,202409,24,3714.0,0.7,0.305,0,0.428,6,aposentado,0,0
2332,202409,63,3134.0,2.0,0.174,2,0.246,0,CLT,0,0
2333,202303,34,2071.0,9.5,0.421,0,0.401,1,aposentado,1,0
2334,202310,61,3979.0,1.5,0.696,1,0.333,2,CLT,0,0
2335,202412,48,2958.0,7.2,0.193,1,0.639,0,servidor,0,0
2336,202308,47,2261.0,4.3,0.692,2,0.271,1,CLT,0,1
2337,202308,43,1738.0,2.8,0.211,0,0.393,0,CLT,1,0
2338,202307,61,1666.0,5.1,0.238,0,0.102,0,CLT,1,0
2339,202406,23,3024.0,15.3,0.446,0,0.396,2,CLT,1,0
2340,202407,25,3489.0,4.5,0.738,0,0.099,4,CLT,0,1
2341,202407,41,2350.0,4.6,0.173,0,0.168,0,autonomo,0,0
2342,202309,40,5041.0,6.9,0.314,0,0.117,1,aposentado,0,0
2343,202307,47,3524.0,2.2,0.359,0,0.255,1,CLT,0,0
2344,202410,57,4858.0,4.0,0.296,0,0.406,2,servidor,1,0
2345,202405,49,3323.0,1.7,0.866,2,0.32,1,CLT,0,0
2346,202307,33,2456.0,2.6,0.425,1,0.13,1,autonomo,0,0
2347,202303,37,3855.0,6.3,0.12,1,0.209,1,autonomo,1,0
2348,202407,57,1937.0,2.7,0.486,0,0.24,2,CLT,1,0
2349,202405,30,4768.0,0.0,0.65,1,0.111,1,CLT,0,0
2350,202403,45,2279.0,0.1,0.41,1,0.246,4,CLT,1,0
2351,202406,47,5762.0,14.7,0.442,1,0.359,1,autonomo,0,0
2352,202402,57,3074.0,3.4,0.325,1,0.143,1,autonomo,0,0
2353,202402,56,6194.0,5.2,0.607,1,0.14,3,CLT,0,0
2354,202307,43,2077.0,8.9,0.317,2,0.558,1,autonomo,1,1
2355,202409,36,2594.0,3.4,0.19,1,0.387,2,autonomo,1,1
2356,202305,39,4405.0,0.9,0.465,0,0.322,2,CLT,0,1
2357,202401,41,6537.0,6.9,0.049,1,0.533,0,CLT,0,0
2358,202310,31,8377.0,5.1,0.638,1,0.254,2,servidor,1,0
2359,202407,51,3717.0,8.5,0.337,1,0.394,2,autonomo,0,0
2360,202401,31,9126.0,15.1,0.307,0,0.289,0,CLT,1,0
2361,202407,52,3150.0,0.3,0.628,1,0.352,2,CLT,0,0
2362,202301,57,6307.0,0.1,0.454,0,0.607,0,CLT,1,0
2363,202312,68,2273.0,20.3,0.164,1,0.614,0,aposentado,1,0
2364,202306,26,4492.0,7.6,0.42,0,0.153,7,autonomo,1,0
2365,202301,58,1129.0,13.8,0.3,1,0.549,1,aposentado,0,0
2366,202409,25,2078.0,0.6,0.257,0,0.065,2,CLT,1,1
2367,202307,37,4598.0,7.4,0.192,1,0.205,0,servidor,0,1
2368,202302,29,1889.0,14.0,0.63,1,0.03,1,CLT,0,1
2369,202412,28,4507.0,22.1,0.785,1,0.411,0,autonomo,1,1
2370,202402,29,5729.0,9.2,0.654,1,0.264,0,servidor,1,0
2371,202302,23,2834.0,10.5,0.65,0,0.247,1,aposentado,0,0
2372,202304,61,2243.0,6.4,0.131,0,0.151,1,CLT,0,0
2373,202301,23,2872.0,0.8,0.062,0,0.144,1,autonomo,1,0
2374,202305,40,2246.0,5.5,0.267,1,0.136,0,CLT,0,0
2375,202410,55,3461.0,3.1,0.425,0,0.348,3,servidor,1,0
2376,202310,69,3832.0,2.3,0.758,1,0.468,0,autonomo,1,1
2377,202302,62,3124.0,2.7,0.168,0,0.1,1,aposentado,0,0
2378,202305,27,8410.0,0.8,0.336,1,0.336,0,CLT,1,0
2379,202311,69,2541.0,7.0,0.575,0,0.575,0,autonomo,0,0
2380,202305,53,7301.0,0.3,0.197,1,0.183,1,CLT,0,0
2381,202304,29,2163.0,9.6,0.258,0,0.067,2,servidor,0,0
2382,202411,42,3776.0,0.3,0.293,0,0.084,1,CLT,0,0
2383,202411,65,6578.0,2.3,0.273,0,0.175,5,CLT,1,0
2384,202403,40,6410.0,3.1,0.703,1,0.558,3,aposentado,0,1
2385,202406,29,2951.0,8.3,0.254,0,0.527,2,CLT,0,1
2386,202309,63,4806.0,6.8,0.575,1,0.273,1,aposentado,0,1
2387,202409,67,4494.0,16.3,0.486,0,0.3,3,autonomo,1,1
2388,202308,68,2780.0,1.4,0.181,1,0.276,3,CLT,0,0
2389,202407,67,4954.0,1.7,0.192,0,0.325,1,CLT,1,1
2390,202301,63,9240.0,1.1,0.162,1,0.13,0,CLT,1,0
2391,202301,43,4609.0,1.5,0.075,0,0.319,1,servidor,0,0
2392,202301,30,4833.0,8.5,0.439,0,0.402,3,CLT,1,0
2393,202304,51,5095.0,3.2,0.386,0,0.271,1,CLT,1,1
2394,202306,31,1754.0,7.2,0.719,0,0.234,1,CLT,0,0
2395,202409,44,4583.0,1.6,0.114,0,0.32,1,CLT,0,0
2396,202302,53,2190.0,0.7,0.296,0,0.459,1,servidor,0,1
2397,202308,67,2711.0,3.8,0.393,1,0.596,0,CLT,1,0
2398,202301,35,10732.0,0.9,0.439,1,0.486,1,autonomo,0,1
2399,202304,33,3208.0,4.6,0.6,0,0.183,1,autonomo,1,0
2400,202406,57,2515.0,2.2,0.554,0,0.171,1,CLT,0,0
2401,202311,21,6479.0,2.4,0.594,0,0.114,2,CLT,0,1
2402,202312,48,2267.0,8.1,0.2,0,0.39,1,autonomo,0,0
2403,202403,57,2911.0,3.6,0.756,1,0.757,1,CLT,0,1
2404,202405,47,6799.0,0.6,0.769,0,0.376,0,CLT,0,0
2405,202309,39,3720.0,2.1,0.326,1,0.182,2,CLT,0,0
2406,202309,61,1668.0,2.8,0.376,0,0.519,1,CLT,1,1
